Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 10:30 a.m. on June 8, 2017, Employee #1 was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"After cutting a board on a table saw, an employee was walking away from the saw when he tripped. His left hand came into contact with the saw's spinning blade; the index fingertip was amputated and the thumb was broken.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 11:00 a.m. on January 10, 2017, an employee was walking and was struck by a standup truck. The employee suffered a fractured right ankle.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At approximately 1:30 p.m. on February 14, 2017, an employee was mowing the edge of a pond. He was mowing too close to the pond edge or bank, the mower flipped sideways and landed on top of the employee. The employee landed on a dry area of the pond, possible low water level, and the mower on top of him. A coworker found the employee with half of the employee's face and one arm in the water, the rest of the body was on a dry area. The medical examiner listed the cause of death as ethanol and multiple drug intoxication.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 3:10 p.m. on November 17, 2016, a workshop helper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on July 12, 2017, an employee noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At times when four mechanics performed the removal of a (1TM) engine on a positive slope using a key and a tyrfor, at the time that the 1st welder tightened the key (12 Kg of weight) when pulling the chain the eyebolt that held the Click on the roof of the work is broken transversely causing the fall of the key hitting the helmet of the welder mechanic causing cervical contracture. The tirfor was used during the activity as a second protection to prevent the engine from falling.",1,IHM_Stefanini,Others,Employee,Safe Mechanical Lifting
"At 3:10 p.m. on January 17, 2017, a housekeeping attendant caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on December 12, 2017, a workshop helper pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on June 12, 2017, a warehouse associate lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On September 5, 2024, an employee was working from a ladder and aligning the top plate on a module when he lost his balance and fell 12-15 feet from the ladder through the opening of the module to the floor. The employee was hospitalized with a laceration on his head and three fractured ribs.",1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was feeding plastic scraps into a re-grinder machine when they slipped and struck the left side of their body against the machine. The employee sustained a jaw injury, fractured ribs, and damage to their spleen.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on December 17, 2017, a maintenance technician noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on July 3, 2017, a warehouse associate caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:52 a.m. on June 27, 2016, an employee was drying the rear of an idled washed car.  The car switched into reverse, struck the employee, and then crush him between the car and another car that was emerging from the car wash tunnel on a conveyor track system.  The employee had fatal blunt impact injuries to the chest.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",1,IHM_Stefanini,Others,Employee,Uncategorized
"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.",1,IHM_Stefanini,Others,Employee,Line of Fire
"Employee reports that by removing the zinc sheet from the cathode to take it to the easel, it slipped from his hand, fell and hit his left foot.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 10:09 a.m. on October 7, 2015, an employee was moving a portable de-watering pump.  The employee was caught in the tracks of a bulldozer that was backing up.  The employee was crushed and killed when run over by the bulldozer.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"After loading two blown holes from the previous blasting with the use of a telescopic ladder, the master loader pulls the ladder detaching from the upper support point, about 3 mt. of height, a fragment of rock - 3cm x 3cm x 2 cm; 54 gr - which is projected by the right end of the ladder hitting the master loader on the cheekbone and upper lip producing the lesion described. The master shipper used his safety glasses.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 3:10 p.m. on June 3, 2016, an office assistant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on October 26, 2016, a storekeeper carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:30 a.m. on January 12, 2017, an employee was connecting a drawbar to the hitch of a tractor.  The employee put his finger into the screw hole to align the drawbar and a coworker pulled on the bar.  The employee amputated his right index finger.  The employee was not hospitalized.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At approximately 5:30 a.m. on November 21, 2016, Employee #1 was riding on the back of a garbage truck, getting ready to pick up trash. He exited the rear of the garbage truck and was struck by a passing car and killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"In the Raise chamber, when the operator and assistant removed the drilling bar from the 71R drilling machine - weight approx. 500 Kg - holding it at the top with a 2 TM stroke and assisted with jibs to move horizontally, the operator's jib on the bottom slides by moving the top of the drill bar causing the assistant's bar to enforce his assistant's hand between the bar and the piston of the equipment.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At approximately 1:00 p.m. on January 5, 2017, an employee was installing a test ball in the plumbing for testing the line for leaks. The side wall of the trench caved in, crushing the employee. The employee died of asphyxia when the dirt covered him up to his abdomen.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 2:45 p.m. on August 17, 2017, an office assistant slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:30 a.m. on February 11, 2017, Employee #1 was cutting meat with a band saw in the Meat Department of the store. The employee was down to the last two cuts when his hand slipped and contacted the moving blade. Employee #1 sustained a partial amputation to his left thumb.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
An employee was on a scissor lift approximately 20 feet high when a forklift made contact with the aerial work platform causing it to tip over. The employee was hospitalized with a head injury.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 4:35 p.m. on December 8, 2016, an employee experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"The Geologo and the auxiliary Elismar traveled to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to the Aripuanã area, they stopped and got out of the vehicle to see the point identified in the GPS, Renato, when distancing himself about seven meters from the vehicle following the road, was surprised by four bites of thorns on his face and neck. Quickly he hurried back to the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 9:05 a.m. on December 12, 2016, a warehouse associate noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:30 a.m. on October 8, 2015, an employee was installing a new roof on an existing residential home. The employee fell from the roof and was killed due to head trauma.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 11:50 a.m. on July 17, 2017, an operator reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 6:15 a.m. on May 3, 2017, an employee had started a 2000 Peterbilt Tractor to supply air to the spring brakes so they could be changed.  The employee was struck by the tractor when the brakes released and was run over, killing him.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 7:15 a.m. on March 21, 2016, a housekeeping attendant was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on February 21, 2017, an operator stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was assisting customers at the registers when a car came through the wall behind them. A large printer then struck the employee who sustained a spinal fracture.,1,OSHA_SIR,Others,Employee,Uncategorized
"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee.",0,IHM_Stefanini,Others,Employee,Working at Heights
"At 5:05 p.m. on September 26, 2017, an operator noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on August 26, 2016, an operator received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"During the change of rim position 1 of the Jumbo ° 15, at moments that the mechanical technician with the support of the electrician disengaged the bolts, when loosening the fourth nut with the help of a lever (metal tube 1 ""diameter, 1.8m of length and a weight of 5.5 Kg), this bouncing effect returning to the initial position hitting in the palm of the left hand the electrician technician causing the injury. The employees at the time of the accident used their PPE's including leather gloves.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 9:05 a.m. on June 12, 2017, a storekeeper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on December 21, 2017, a storekeeper pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on April 8, 2017, a warehouse associate stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.",1,IHM_Stefanini,Others,Employee,Line of Fire
"At 7:15 a.m. on May 17, 2016, a warehouse associate pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was transferring sanitizing chemical between storage totes and splashed chemical in their face resulting in chemical burns to the face and eyes.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 10:30 a.m. on July 17, 2016, Employee #1 lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on July 3, 2017, Employee #1 sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was walking across a metal grate while palletizing pipe as it was coming from the production line. A steel grate (walking surface) failed and the employee fell approximately 6.5 feet to a lower level and sustained a fractured right arm.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 9:30 p.m. on April 12, 2017, an employee was polishing the metal shaft on a U.S. Industrial lathe, when a part of his clothing became caught. The employee's left arm was pulled into the lathe's rotating parts. He sustained a fracture to his left arm, which he was hospitalized and received treatment.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 10:30 a.m. on June 21, 2016, a contractor's helper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On October 30, 2024, an employee walked into a patient's room. The floor was wet from having been mopped. The employee slipped and fell on the wet floor, sustaining a dislocated left knee.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 11:50 a.m. on February 17, 2017, an employee carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on April 3, 2016, an operator slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:45 a.m. on March 5, 2017, an employee was working on an unpressurized vessel and was to replace lining of a dump nozzle.  The employee felt chest pains and climbed down from his work station prior to performing work.  The employee was taken to a hospital by staff onsite, where he died.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"An employee was rolling a portable piece of equipment from a storage area to the press when one of the castors hit a seam in the concrete floor, causing the equipment to lurch to one side and strike a stationary object. An enclosure door mounted on the side of the portable equipment closed on the employee's fingertip, resulting in amputation.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 11:50 a.m. on January 12, 2017, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on November 12, 2017, a warehouse associate observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on July 21, 2017, an operator stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on February 9, 2016, at least three employees were working on the side of the road approximately seven feet inside the caution cones on the corner of the street. The employees were preparing to install a fire hydrant. Two employees were struck when a car traveled off the road.  The third employee says that he felt the wind from the car, but was not hit.Employee #1 was struck and landed on the hood of the car.  Then, the driver traveled with Employee #1 on the hood of  the car for approximately 100 feet before hitting a utility pole.  Employee #1 was catapulted to the ground, which killed him. Employee #2 was struck by the driver of the same car, which resulted in injuries to the employee's head and leg.  Employee #2 was sent to the hospital.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 7:15 a.m. on May 21, 2016, a maintenance technician slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on December 12, 2017, a storekeeper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on September 8, 2017, a storekeeper pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On the surface, Comedor the worker of the company C & C made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.",0,IHM_Stefanini,Others,Employee,Line of Fire
"At 8:40 a.m. on March 8, 2017, a contractor's helper carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:45 a.m. on June 3, 2016, Employee #1 was struck by a Capacity Tractor Truck, Vehicle Identification Number (VIN):  4LMSB2119FL030450, pulling a 29 feet Hyundai Translead trailer, VIN:  3H3V281C4ET297990. The tractor truck (switcher) was used to pull and position trailers around the yard.  The accident occurred at the rear yard outside of Unload Dock from 10.  The accident occurred in the early morning hours but the area was brightly lit. Employee #1 was heading out to the yard to check a trailer by Unload Dock 12. A driver was tasked to move a trailer from the Loaded Trailer Area (yard next to Unload Dock 9) to Unload Dock 22.  The driver pulled the trailer approximately 233 feet from the Loaded Trailer Area.  At this time, Employee #1 completed checks and crossed the yard in front of Unload Dock 12.  At this point, the driver started to negotiate a left turn.  During the turn, the driver was looking into the driver's side door mirror to ensure the rear of the trailer cleared a dumpster.  The switcher's front left section struck Employee #1 from behind.  The driver immediately called for help.  Employee #1 was not wearing a high visibility safety vest. Employee #1 sustained an open head injury with avulsion of the majority of the brain, multiple calvarial and basilar head fractures along the facial fractures, rib and spinal fractures, and internal injuries to the upper torso.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 8:40 a.m. on July 17, 2016, a housekeeping attendant received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"While exiting a single-person lift, an employee fell and struck his head on the floor. He suffered a head contusion.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:45 p.m. on November 21, 2016, a contractor's helper noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on February 8, 2016, a contractor's helper bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was attempting to remove the pony rod from a pump when his finger was caught in between the pony rod and the pump metal base. He received fractures to his left-hand index finger and was hospitalized.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 3:10 p.m. on December 21, 2016, a maintenance technician felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"When the plant operator was semi-kneeling when lifting the lid or gate (15 kg) of the distributor box of the secondary mill No. 4 and No. 5, his right knee slips due to the presence of debris spilled on the platform or floor (Grating) - which gave him an extra effort in his left leg, generating a muscle contracture.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At approximately 6:00 p.m. on March 29, 2017, Employee #1 was adjusting a sink basin.  He grabbed or pushed a grounded copper pipe and contacted a live electrical part.  Employee #1 was electrocuted.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 8:45 a.m. on January 22, 2016, an employee was directing traffic.  The employee was looking south into the sun while standing in the roadway with a stop sign paddle , facing the traffic traveling south. A motor vehicle operator traveling south was also looking straight into the sun and did not see the employee or the work zone. The vehicle struck the employee who was standing in the roadway while directing traffic.  The employee was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
An employee was working on a line where bottles had jammed. The employee was looking at jammed bottles on the rail and also for broken links on the conveyor belt. The conveyor was jogged and the employee's left little finger was caught between it and the guard. The employee suffered a fingertip amputation (below the nail) and was hospitalized.,1,OSHA_SIR,Others,Employee,Uncategorized
"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",1,IHM_Stefanini,Others,Employee,Working at Heights
An employee was removing a cat from a kennel when the cat bit the employee's left hand. The employee was hospitalized.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on November 12, 2017, a maintenance technician carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on December 3, 2017, a maintenance technician sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At approximately 3:45 p.m. on January 25, 2017, an employee was pruning grape vines. Later, the employee was discovered slumped over in the row next to a vine. The employee had apparently died of a heart attack.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"In circumstances that the Operator 176 was going from level 620 to level 640, he noticed that the hydraulic pump's inspection cover (18 ""x32"" x3 / 8 "", 15 Kg approx.) Was about to fall, so he stopped the equipment, activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 7:15 a.m. on May 12, 2016, a storekeeper tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:30 a.m. on August 26, 2015, Employee #1 was felling trees with a chainsaw. A dangerous tree that had not been removed fell and struck the employee in the head, killing him.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 5:05 p.m. on July 21, 2017, a contractor's helper stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves.",0,IHM_Stefanini,Others,Employee,Uncategorized
"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",0,IHM_Stefanini,Others,Employee,Uncategorized
"An employee was under a truck taking the transmission out. The truck, which was supported by blocks, fell and the gas tank pinned the employee to the floor. He sustained injury to the hips, leg, and lower back.",1,OSHA_SIR,Others,Employee,Uncategorized
"Approx. 18:40 hours, Mr. Luis maintenance team of mobile equipment, adjusted a bolt of the front loader J005A, at which time his face is impacted by the key used for this activity, producing a slight cut in the surface of the face. He is transferred to the medical service, attended and registered.",0,IHM_Stefanini,Others,Employee,Line of Fire
"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",1,IHM_Stefanini,Others,Employee,Line of Fire
"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",0,IHM_Stefanini,Others,Employee,Uncategorized
"An employee fell to the ground while working from a ladder, injuring his back and requiring surgery.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:45 p.m. on August 3, 2016, a workshop helper caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on June 17, 2016, an office assistant lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on December 21, 2016, a contractor's helper noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on August 3, 2017, a maintenance technician stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on September 3, 2017, an operator was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On December 16, 2015, an employee was performing logging operations.  He was cutting down a tree which fell and struck him. He was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 7:15 a.m. on June 8, 2017, an office assistant was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on July 12, 2016, an office assistant found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was doing a patch repair on a pipe and experienced an inhalation reaction to the epoxy material in the patch while heating it.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 4:35 p.m. on May 12, 2017, a contractor's helper slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
